ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
46587176,IT,IP-07A1MKPJE3A_001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0457*18,AH,2BE2,MK5UA1L12000,RENAULT,TWINGO,M1,M1,1,993.0,1075.0,,117.0,2492.0,,,PETROL,M,999.0,48.0,, E9 29,,,,,P,2021,2021-01-12,4.4,
45320249,SE,IP-FBC1NCPDW5A_001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0546*21,RFB,KF2,NCBTB7U20100,RENAULT,MEGANE,M1,M1,1,1425.0,1541.0,,146.0,2712.0,1574.0,1577.0,PETROL,M,1332.0,117.0,,,,,,,P,2021,,,
50180572,DE,IP-02_01_2021_2203-W1V-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*0457*27,639/2,KOU2L310NXX,3GJRDX28BEXX,MERCEDES-BENZ,VITO TOURER,M1,M1,1,2047.0,2418.0,,193.0,3430.0,1646.0,1666.0,DIESEL,M,1950.0,100.0,,E1 29,,1.0,,,P,2021,2021-05-18,7.4,
46171150,IT,IP-J12B1DZP6DAY_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2018/858*11042*01,J12,A,A07,NISSAN,NISSAN QASHQAI,M1,M1,1,1404.0,,,143.0,2665.0,,,PETROL,H,1332.0,103.0,,E2 33 E2 37,,,,,P,2021,2021-11-30,,
46490444,IT,IP-HMR____MA5_1315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*65,S,XHMR,V/AAXSM,CITROEN,C3,M1,M1,1,1128.0,1258.0,,126.0,2539.0,,,PETROL,M,1199.0,61.0,,,,1.9,,,P,2021,2021-09-28,,
52027260,DE,IP-03_312_0290-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*64,312,AYD1B,E25XM,FIAT,FIAT 500,M1,M1,1,1033.0,1089.0,,105.0,2300.0,1407.0,1413.0,PETROL,H,999.0,52.0,,E3 33,,1.3,,,P,2021,2021-11-30,4.6,
51189510,DE,IP-MQB37AS_A3_0817-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0450*58,5N,ACDTSBX0,FD7FD7GC009N5N3TVR24BI1BSAMM10S,"VOLKSWAGEN, VW",TIGUAN,M1,M1,1,1631.0,1791.0,,149.0,2678.0,1569.0,1579.0,DIESEL,M,1968.0,110.0,,,,,,,P,2021,2021-08-17,5.7,
51750737,DE,IP-0000468-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*04,G3K,51DZ,IAA508K0,BMW,M340D XDRIVE,M1,M1,1,1955.0,2078.0,,162.0,2851.0,1567.0,1583.0,DIESEL,H,2993.0,250.0,,E24 3  28,,0.6,,,P,2021,2021-02-18,6.2,
51189728,DE,IP-MQB37AS_A3_0817-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0450*58,5N,ACDTSBX0,FD7FD7GC009N5T4TVR24BI1BSA0M10S,"VOLKSWAGEN, VW",TIGUAN,M1,M1,1,1631.0,1827.0,,152.0,2678.0,1569.0,1579.0,DIESEL,M,1968.0,110.0,,,,,,,P,2021,2021-08-12,5.8,
61161459,CZ,IP-2019_2620-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*12,H1GLE,B786T1,CZAAA7HD,MERCEDES-BENZ,GLS 580 4MATIC,M1G,M1G,1,2545.0,2760.0,,282.0,3135.0,1703.0,1745.0,PETROL,M,3982.0,360.0,,,,,,,P,2021,2021-04-27,12.4,
53944893,FR,IP-09_31054-5YJ-1,TESLA,TESLA,TESLA INC,,E4*2007/46*1293*19,003,E6CR,PQb1s5N,TESLA,MODEL 3,M1,M1,1,1825.0,1905.0,0.0,0.0,2875.0,1580.0,1580.0,ELECTRIC,E,,100.0,142.0,,,,,,P,2021,2021-09-21,,448.0
47348422,IT,IP-03_312_0290-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*64,312,PYD1B,EP18APM,FIAT,PANDA,M1,M1,1,1055.0,,,109.0,2300.0,,,PETROL,H,999.0,52.0,,,,,,,P,2021,2021-11-11,,
56642674,BE,IP-0000034-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1676*11,F1X,31AC,IAW500B0,BMW,X1 sDrive16d,M1,M1,1,1575.0,1661.0,,135.0,2670.0,1561.0,1562.0,DIESEL,M,1496.0,85.0,,e24 29,,1.6,,,P,2021,2021-03-03,4.1,
54648038,FR,IP-YHS____MB6_112D-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E4*2007/46*1241*10,2,C,YHSM-R2F300,CITROEN,C3 AIRCROSS,M1,M1,1,1280.0,1429.0,,122.0,2604.0,1513.0,1491.0,DIESEL,M,1499.0,81.0,,,,,,,P,2021,2021-03-31,,
52023325,DE,IP-03_312_0282-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*62,312,AYD1B,E25RM,FIAT,FIAT 500,M1,M1,1,1075.0,1136.0,,113.0,2300.0,1408.0,1415.0,PETROL,H,999.0,52.0,,E3 33,,1.3,,,P,2021,2021-08-26,4.9,
51387584,DE,IP-PQ12ZZZ_A0_0520-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1167*31,AA,ABDSGC,FM5FM5CF0114BIVR2N1SVW1C14M,"VOLKSWAGEN, VW",UP!,M1,M1,1,991.0,1080.0,,117.0,2410.0,1408.0,1412.0,PETROL,M,999.0,48.0,,,,,,,P,2021,2021-06-18,5.1,
52234287,DE,IP-MQB37AZ_B0_0812-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1900*18,F3,SDFYAF1,FD7FD7GC008RT51C184BIBHA3EM10B2,AUDI,Q3 SPORTBACK,M1,M1,1,1605.0,1705.0,,157.0,2677.0,1582.0,1583.0,PETROL,H,1498.0,110.0,,,,,,,P,2021,2021-07-13,6.9,
662668,ES,IP-V362_2019_00045-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E5*2007/46*1034*09,FAC,BKFA1SBX,S9AGASAFCAWNE,FORD,TOURNEO,M1,M1,1,2510.0,,192.0,215.0,2933.0,1734.0,1735.0,DIESEL,M,1995.0,95.0,,e5 29,,1.1,,,P,2021,2021-11-30,,
57117681,AT,IP-MQB37SZ_A2_0551-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1552*18,GA,XDPCAF1,FM6FM6C9001RT11A174BIAEM1HA00B0,AUDI,Q2,M1,M1,1,1365.0,1473.0,,134.0,2589.0,1547.0,1538.0,PETROL,M,1498.0,110.0,,e13 29,,1.1,,,P,2021,2021-02-09,,
53352057,PL,IP-03_356_0235-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0373*27,356,HXN1A,NBAA5BE,FIAT,TIPO,M1,M1,1,1340.0,1334.0,,122.0,2638.0,1542.0,1542.0,PETROL,M,999.0,73.0,,,,,,,P,2021,2021-10-29,4.9,
47062875,IT,IP-03_312_0260-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*59,312,PYD1B,EP18RM,FIAT,PANDA,M1,M1,1,1055.0,,,121.0,2300.0,,,PETROL,H,999.0,52.0,,,,,,,P,2021,2021-02-26,3.9,
53977539,FR,IP-0097-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*04,"AX1T(EU,M)",MAXH10(H),MAXH10L-AHXKBW(1G),TOYOTA,C-HR,M1,M1,1,1560.0,1641.0,,119.0,2640.0,1540.0,1560.0,PETROL,H,1987.0,112.0,,e6 28,,0.8,,,P,2021,2021-12-21,5.3,
57258808,NL,IP-04-KNA-2018-1056,KIA,KIA,KIA CORPORATION,,E4*2007/46*1139*10,DE,C5P11,D61CY1,KIA,NIRO,M1,M1,1,1490.0,1634.0,,112.0,2700.0,1560.0,1570.0,PETROL,H,1580.0,77.0,,,,,,,P,2021,,,
50612051,DE,IP-JBA1N0PDW5A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*12,RJB,HH2,N0BUA8BA5300,RENAULT,CAPTUR,M1,M1,1,1373.0,1488.0,,136.0,2639.0,1541.0,1554.0,PETROL,H,1332.0,103.0,,E2 33 37,,2.0,,,P,2021,2021-08-19,6.0,
53534216,PL,IP-2020_225K9D-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E4*2007/46*1315*09,Z,ZSK9,ZSK9VD0,VOLVO,S60,M1,M1,1,1817.0,1800.0,,145.0,2872.0,1600.0,1600.0,PETROL,M,1969.0,145.0,,,,,,,P,2021,2021-01-13,6.0,
53103389,PT,IP-0120-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0429*00,XA5P(EU.M),AXAP54(N),AXAP54L-ANXGBW(1A),TOYOTA,TOYOTA RAV 4,M1,M1,1,2005.0,2162.0,26.0,22.0,2690.0,1600.0,1630.0,PETROL/ELECTRIC,P,2487.0,136.0,166.0,,,,,,P,2021,2021-08-19,,75.0
54363232,FR,IP-JAA1M5PJH3A_001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*09,RJA,BE2,MG5UA4HA5000,RENAULT,CLIO,M1,M1,1,1103.0,1201.0,,117.0,2583.0,1506.0,1494.0,PETROL,M,999.0,49.0,,e9 28 29,,1.8,,,P,2021,2021-03-23,5.2,
51513955,DE,IP-MQB37WZ_A3_0575-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*2014*10,CD,ACDFYAX0,FD7FD7CW002N4BISON1ML1BVR2A00,"VOLKSWAGEN, VW",GOLF,M1,M1,1,1366.0,1501.0,,131.0,2619.0,1503.0,1533.0,PETROL,H,1498.0,110.0,,,,,,,P,2021,2021-02-17,5.8,
54134057,FR,IP-JFB1MTGJT4A_000-UU1-0,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E19*2007/46*0026*04,DJF,BEV,MT6UA35M5200,DACIA,SANDERO,M1,M1,1,1229.0,1310.0,,114.0,2604.0,1520.0,1520.0,LPG,B,999.0,74.0,,e9 37,,0.8,,,P,2021,2021-06-21,7.4,
46103609,IT,IP-050048-KNA-01,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*04,JA,F5P71,M57DZ1,KIA,PICANTO,M1,M1,1,978.0,1096.0,,115.0,2400.0,,,PETROL,M,998.0,49.0,,,,,,,P,2021,2021-07-14,4.3,
306608,ES,IP-F16A1RNP6DAY_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*05,F16,A,A09,NISSAN,JUKE,M1,M1,1,1262.0,,113.0,134.0,2636.0,1560.0,1552.0,PETROL,M,999.0,84.0,,,,,,,P,2021,2021-11-18,5.9,
53361765,PL,IP-MQB37AS_A2_0305-TMB-1,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0249*21,NS,ACDPCAX0,NFM6FM6C90114BI0NS5N1B2A,SKODA,KODIAQ,M1,M1,1,1544.0,1739.0,,157.0,2788.0,1576.0,1566.0,PETROL,M,1498.0,110.0,,e8 28 29,,1.8,,,P,2021,2021-03-26,5.5,
46241924,IT,IP-0141-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0318*04,ZE1HE(EU M,ZWE211W,ZWE211L-DWXNBW(1E),TOYOTA,TOYOTA COROLLA,M1,M1,1,1445.0,,,103.0,2700.0,,,PETROL,H,1798.0,72.0,,E6 28,,,,,P,2021,2021-03-10,3.4,
56161032,IE,,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*22,KJ,BDKRF,FM6SFM6AJ0244BF3A1CA,SEAT,IBIZA,M1,M1,1,1149.0,1275.0,,130.0,2548.0,1499.0,1479.0,PETROL,M,999.0,85.0,,,,,,,P,2021,2021-01-04,4.7,
46685028,IT,IP-2020_4001-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*12,F2B,OJEMZ2,ZZAAA50A,MERCEDES-BENZ,EQA 250,M1,M1,1,2040.0,,0.0,0.0,2729.0,,,ELECTRIC,E,,80.0,,,,,,,P,2021,2021-11-15,,422.0
72664,ES,,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,e1*2007/46*1829*13,F2A,X210T2,HZAA150B,MERCEDES-BENZ,A 180,M1,M1,1,1490.0,,134.0,134.0,2729.0,1569.0,1574.0,DIESEL,M,1950.0,85.0,,E1 29,,1.5,,,P,2021,2021-05-27,5.1,
56738771,BE,IP-VN46T1Z_A1_0406-WVN-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0220*66,7HC,GDNAA320X0,NNFD7FD7DV00116NVR24BI2A91A,VOLKSWAGEN,KOMBI,M1,M1,1,1932.0,2254.0,,199.0,3000.0,,,DIESEL,M,1968.0,110.0,,e1 29,,1.0,,,P,2021,2021-10-05,5.8,
50675813,DE,IP-MQB27ZZ_A0_0534-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*28,KJ,BDLAA,FD7SFD7CW0054BI2A1CAD,SEAT,IBIZA,M1,M1,1,1163.0,1284.0,,132.0,2548.0,1479.0,1499.0,PETROL,M,999.0,81.0,,E9  28 29,,1.9,,,P,2021,2021-04-22,5.8,
53425362,PL,IP-C482_2020_00008-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E13*2007/46*2188*08,DFK,YZDA1FX,555BL6A2JAA,FORD,KUGA,M1,M1,1,1589.0,1589.0,,147.0,2710.0,1588.0,1588.0,PETROL,M,1496.0,111.0,,,,,,,P,2021,2021-12-21,5.2,
52199909,DE,IP-20_RT6_0036-JHM-1,TESLA,HONDA MOTOR CO,HONDA MOTOR CO LTD,,E6*2007/46*0265*05,RW,RT602,1,HONDA,HONDA CR-V,M1,M1,1,1743.0,1880.0,,163.0,2662.0,1601.0,1629.0,PETROL,H,1993.0,107.0,,E6 28,,0.7,,,P,2021,2021-09-29,7.2,
50897278,DE,IP-MQB37AS_B0_0821-TMB-1,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0249*21,NS,ACDNNAX1,NAD7AD7GC0064BI5NS7N1B8B,SKODA,KODIAQ,M1,M1,1,1746.0,1967.0,,189.0,2788.0,1566.0,1576.0,PETROL,M,1984.0,140.0,,E8 28,,0.8,,,P,2021,2021-06-11,8.3,
56373424,HR,IP-MQB37WZ_A0_0582-TMB-1,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0355*08,NX,AADTRDX0,NFM6FM6C90044BIVL4N1A5A,ŠKODA,OCTAVIA,M1,M1,1,1423.0,1593.0,99.0,110.0,2669.0,1535.0,1531.0,DIESEL,M,1968.0,85.0,,,,,,,P,2021,2021-06-15,4.2,
51806640,DE,IP-0000338-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1676*11,F1X,71AD,IAW500L0,BMW,X1 SDRIVE 20D,M1,M1,1,1630.0,1741.0,,142.0,2670.0,1561.0,1562.0,DIESEL,M,1995.0,140.0,,,,,,,P,2021,2021-01-12,,
55508847,FR,IP-MEB31ZZ_A0_0905-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*2033*04,E1,ACEBJCL1FX2,C0O51AA,VOLKSWAGEN,ID.3 PRO 150 KW,M1,M1,1,1805.0,1927.0,0.0,0.0,2770.0,1536.0,1513.0,ELECTRIC,E,,70.0,158.0,,,,,,P,2021,2021-08-20,,417.0
51964655,DE,IP-0000016-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2007/46*2066*04,F56XM,CY01,IAW5E0B0,BMW,X6 M COMPETITION,M1,M1,1,2395.0,2512.0,,302.0,2972.0,1688.0,1699.0,PETROL,M,4395.0,460.0,,E24 29,,1.1,,,P,2021,2021-09-27,13.3,
54594729,FR,IP-YHZ____ATN83143-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,C,YHZU-C2PC00,PEUGEOT,3008,M1,M1,1,1504.0,1619.0,,137.0,2675.0,1601.0,1610.0,DIESEL,M,1499.0,96.0,,e2 28 29,,1.5,,,P,2021,2021-07-30,5.2,
56680902,BE,IP-0000659-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1678*12,FML2,21DH,IHW40000,MINI,One,M1,M1,1,1230.0,1283.0,,124.0,2495.0,1501.0,1501.0,PETROL,M,1499.0,75.0,,e24 28 29,,2.1,,,P,2021,2021-08-25,5.3,
50422052,DE,IP-ZKX____REDU5761-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*13,U,H,ZKXZ-X0A000,OPEL,CORSA,M1,M1,1,1530.0,1637.0,0.0,0.0,2540.0,1490.0,1490.0,ELECTRIC,E,,57.0,166.0,,,,,,P,2021,2021-05-27,,
46409482,IT,IP-0022-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E6*2007/46*0350*04,P,S,CFB7-H1B0M0,PEUGEOT,108,M1,M1,1,965.0,1027.0,,111.0,2340.0,,,PETROL,M,998.0,53.0,,,,,,,P,2021,2021-05-07,3.9,
50720207,DE,IP-MQB37WZ_B2_0904-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3167*12,KL,CBDGEAX0,FD6HFD6DD0014BIML1CBA17,CUPRA,CUPRA LEON E-HYBRID180,M1,M1,1,1663.0,1748.0,35.0,30.0,2679.0,1520.0,1554.0,PETROL/ELECTRIC,P,1395.0,110.0,153.0,,,,,,P,2021,2021-09-06,,68.0
50747480,DE,IP-MQB37AS_A0_0819-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*6666*20,KN,XDTSAX0,FM6MFM62Q0324BIML541BAB,SEAT,TARRACO,M1,M1,1,1695.0,1883.0,,146.0,2787.0,1568.0,1577.0,DIESEL,M,1968.0,110.0,,E9 28,,0.8,,,P,2021,2021-03-08,5.6,
61186386,CZ,IP-DGZ____EAT84552-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0642*12,A,4,DGZS-C1A000,CITROEN,C5 AIRCROSS,M1,M1,1,1845.0,,,32.0,2730.0,1601.0,1630.0,PETROL/ELECTRIC,P,1598.0,133.0,156.0,,,,,,P,2021,2021-05-31,1.4,
57564916,IS,IP-09_31127-5YJ-1,TESLA,TESLA,TESLA INC,,E4*2007/46*1293*19,003,Y5CD,BZb3s5T3,TESLA,Model Y,M1,M1,1,2056.0,2211.0,0.0,0.0,2890.0,1636.0,1636.0,ELECTRIC,E,,378.0,169.0,,,,,,P,2021,2021-12-16,,507.0
893587,ES,IP MQB37SZ_A1_0567 VSS 1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*6394*28,5FP,SXDPCAX0,FD7SFD7CW0024BIVL1A18AD,SEAT,SEAT ATECA,M1,M1,1,1408.0,,123.0,151.0,2621.0,1575.0,1549.0,PETROL,M,1498.0,110.0,,e9 28 29,,1.9,,,P,2021,2021-05-27,6.6,
54208944,FR,IP-10A1MDE051A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0251*21,AG,0V0Y,MDLEA0800000,RENAULT,ZOE,M1,M1,1,1577.0,1670.0,0.0,0.0,2588.0,1503.0,1502.0,ELECTRIC,E,,51.0,175.0,,,,,,P,2021,2021-09-29,,391.0
55436133,FR,IP-MQB37SZ_A2_0553-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1845*20,A1,DTTAX0AC4,FM6FM62Q0284BI1AANNI0,VOLKSWAGEN,T-ROC,M1,M1,1,1422.0,1558.0,,126.0,2590.0,1536.0,1530.0,DIESEL,M,1968.0,110.0,,e13 29,,1.0,,,P,2021,2021-12-15,4.8,
61142810,CZ,IP-MQB27SZ_A1_0549-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*28,KJ,XDLAA,FD7SFD7CW0094BI3A1AAC,SEAT,ARONA,M1,M1,1,1210.0,1344.0,,135.0,2552.0,1505.0,1485.0,PETROL,M,999.0,81.0,,e9 29,,1.1,,,P,2021,2021-03-26,6.0,
55208923,FR,IP-2019_2404-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*10,F2B,OH1CT2,JZAA150A,MERCEDES BENZ,CLASSE GLA,M1,M1,1,1615.0,1744.0,,142.0,2729.0,1627.0,1619.0,DIESEL,M,1950.0,110.0,,e1 29,,1.0,,,P,2021,2021-05-14,5.4,
902466,ES,,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1900*13,F3,SDFYAF1,FD7FD7GC008RT51C194BFAHA3EM1BB2,AUDI,Q3,M1,M1,1,1605.0,,139.0,160.0,2677.0,1592.0,1597.0,PETROL,M,1498.0,110.0,,,,,,,P,2021,2021-01-14,7.0,
56988842,AT,IP-0931052-KMH-1,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,,E9*2018/858*11054*01,NE,F5E14,E11A11,HYUNDAI,IONIQ5,M1,M1,1,2095.0,2251.0,0.0,0.0,3000.0,1638.0,1647.0,ELECTRIC,E,,76.0,177.0,,,,,,P,2021,2021-12-09,,460.0
50444738,DE,IP-HMH____MA5_5310-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*15,U,P,HMHD-X1B500,OPEL,CORSA,M1,M1,1,1055.0,1162.0,,118.0,2540.0,1490.0,1490.0,PETROL,M,1199.0,55.0,,E2 28 29,,2.0,,,P,2021,2021-09-10,5.3,
46471853,IT,IP-HMR____MA5_1315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*64,S,XHMR,V/BAXSM,CITROEN,C3,M1,M1,1,1125.0,1241.0,,124.0,2539.0,,,PETROL,M,1199.0,61.0,,E2  28 29,,1.9,,,P,2021,2021-02-26,4.3,
47396353,IT,IP-0153-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2018/858*00013*00,XPB1F(M),MXPJ10H,MXPJ10L-BHXGBW(3A),TOYOTA,TOYOTA YARIS CROSS,M1,M1,1,1290.0,,,112.0,2560.0,,,PETROL,H,1490.0,68.0,,E6 37,,,,,P,2021,2021-10-29,,
53846580,FR,IP-0122-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0454*00,"XPA1G(EU,M)",GXPA16(G),GXPA16L-AGFGZW(1A),TOYOTA,GR YARIS,M1,M1,1,1355.0,1454.0,,186.0,2560.0,1535.0,1570.0,PETROL,M,1618.0,192.0,,e6 28,,1.0,,,P,2021,2021-05-26,8.2,
53009324,PT,IP-03_356_0242-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0373*30,356,HXP1A,NBBA5BE,FIAT,TIPO,M1,M1,1,1370.0,1458.0,,114.0,2638.0,1542.0,1543.0,DIESEL,M,1248.0,70.0,,e3 29,,0.8,,,P,2021,2021-12-30,,
56423006,BE,IP-MLB49_Z_A0_0687-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*78,B8,L2DTNBF1,FD7FD7CK006RT011B16S54BIAEM1BD1,AUDI,A4 Limousine,M1,M1,1,1550.0,1665.0,,122.0,2829.0,,,DIESEL,H,1968.0,100.0,,,,,,,P,2021,2021-06-30,4.0,
56915896,SK,,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0319*11,5J,ACDKLDX01,,ŠKODA,FABIA,M1,M1,1,1243.0,1314.0,113.0,133.0,2455.0,1463.0,1457.0,PETROL,M,999.0,70.0,,e8 29,,1.1,,,P,2021,,,
57061128,AT,IP-YHZ____ATN83143-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,C,YHZU-C2PC00,PEUGEOT,3008,M1,M1,1,1504.0,1630.0,,137.0,2675.0,1601.0,1610.0,DIESEL,M,1499.0,96.0,,e2 28 29,,,,,P,2021,2021-05-06,,
51660515,DE,IP-HNS____ATN83444-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,R,HNSU-C1PH00,PEUGEOT,3008,M1,M1,1,1395.0,1541.0,,146.0,2675.0,1601.0,1610.0,PETROL,M,1199.0,96.0,,E2  28 29,,2.1,,,P,2021,2021-05-31,6.5,
427413,ES,,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0628*11,F,B,YHZT-C2K600,PEUGEOT,508,M1,M1,1,1495.0,,96.0,120.0,2800.0,1600.0,1600.0,DIESEL,M,1499.0,96.0,,E2 29,,0.7,,,P,2021,2021-04-22,,
54253307,FR,IP-07A1A1E024A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0457*20,AH,2BV2,A10EA0K02000,RENAULT,TWINGO,M1,M1,1,1201.0,1265.0,0.0,0.0,2492.0,1431.0,1443.0,ELECTRIC,E,,31.0,161.0,,,,,,P,2021,2021-08-31,,188.0
732852,ES,IP-JBA1N0PTL4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,e2*2007/46*0684*14,RJB,HH2,N06UA8CA5000,RENAULT,CAPTUR,M1,M1,1,1322.0,,130.0,133.0,2639.0,1554.0,1541.0,PETROL,H,1332.0,103.0,,e2 33 37,,2.0,,,P,2021,2021-12-28,5.9,
51000374,DE,IP-0021-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*04,AB1,KGB40(H),KGB40L-AHMGKW(1W),TOYOTA,TOYOTA AYGO,M1,M1,1,930.0,1013.0,,114.0,2340.0,1420.0,1430.0,PETROL,M,998.0,53.0,,,,,,,P,2021,2021-06-17,5.0,
57480628,NL,IP-0000558-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1678*10,FML2,XR31,IHW400L0,MINI,COOPER,M1,M1,1,1215.0,1333.0,,130.0,2500.0,1500.0,1500.0,PETROL,M,1499.0,100.0,,e24  28 29,,2.0,,,P,2021,,,
