ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
50352413,DE,IP-08_ZAW_0090_01-W0V-1,STELLANTIS,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,,E8*2007/46*0264*20,Z-B,DA094DB12,BH1ZAWCABA5,OPEL,INSIGNIA SPORTS TOURER,M1,M1,1,1615.0,1747.0,,134.0,2829.0,1605.0,1608.0,DIESEL,M,1995.0,128.0,,E8 29 28,,2.0,,,P,2021,2021-12-22,5.1,
50854197,DE,IP-MQB37WZ_A0_0377-TMB-1,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0355*07,NX,ACDLAAX0,NFM6FM6AJ0254BIVL0N1A1A,SKODA,OCTAVIA,M1,M1,1,1313.0,1424.0,,120.0,2667.0,1531.0,1535.0,PETROL,M,999.0,81.0,,E8 28 29,,1.7,,,P,2021,2021-07-29,5.3,
47138966,IT,IP-03_330_0276-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2001/116*0217*68,199,LYU1A,EB5,FIAT,FIAT 500L,M1,M1,1,1475.0,1572.0,,126.0,2612.0,,,DIESEL,M,1248.0,70.0,,,,0.8,,,P,2021,2021-07-28,,
612992,ES,,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0272*20,NU,ACDTTCX1,NAD7AD7GC0054BI16N3C1A7A,SKODA,KAROQ,M1,M1,1,1601.0,,,148.0,2629.0,1576.0,1547.0,DIESEL,M,1968.0,110.0,,E8 29,,,,,P,2021,2021-11-15,5.7,
51428624,DE,IP-PQ12ZZZ_A2_0503-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1167*33,AA,ABEBMA,FA1FA1CZ0020GAVR0N1EVW1B15O,"VOLKSWAGEN, VW",UP!,M1,M1,1,1248.0,1330.0,0.0,0.0,2417.0,1408.0,1412.0,ELECTRIC,E,,61.0,127.0,,,,,,P,2021,2021-12-10,,
57325571,NL,IP-MQB37SZ_B0_0567-TMB-1,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0272*21,NU,ACDPCAX0,NFD7FD7CW0024BI16N0V1B2B,SKODA,KAROQ,M1,M1,1,1411.0,1549.0,,149.0,2620.0,1570.0,1540.0,PETROL,M,1498.0,110.0,,e8 29 37,,1.8,,,P,2021,,,
51846590,DE,IP-0000585-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1906*06,G8C,DZ41,IAW40900,BMW,840I XDRIVE,M1,M1,1,1990.0,2089.0,,200.0,2822.0,1627.0,1642.0,PETROL,M,2998.0,245.0,,E24 29,,1.2,,,P,2021,2021-11-19,8.7,
53353222,PL,IP-03_312_0241-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*58,312,PXG2B,EP5U2,FIAT,PANDA,M1,M1,1,1207.0,1279.0,,130.0,2300.0,2300.0,2300.0,PETROL,M,875.0,63.0,,,,,,,P,2021,2021-04-07,5.7,
46953725,IT,IP-PQ12ZZZ_A2_0503-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1167*33,AA,ABEBMA,FA1FA1CZ0020GAVR0N1EVW1B15O,VOLKSWAGEN,UP!,M1,M1,1,1248.0,,0.0,0.0,2417.0,,,ELECTRIC,E,,61.0,127.0,,,,,,P,2021,2021-11-18,,258.0
50972778,DE,IP-09_1951-5YJ-1,TESLA,TESLA,TESLA INC,,E4*2007/46*1293*15,003,E6R,PGB1S5N,TESLA,MODEL 3,M1,M1,1,1825.0,1905.0,0.0,0.0,2875.0,1580.0,1580.0,ELECTRIC,E,,100.0,142.0,,,,,,P,2021,2021-06-15,,
50662326,DE,IP-MQB27ZZ_A2_0221-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,BDKRF,FM6SFM6AJ0244BF2A1CAD,SEAT,IBIZA,M1,M1,1,1134.0,1272.0,,129.0,2548.0,1479.0,1499.0,PETROL,M,999.0,85.0,,,,,,,P,2021,2021-01-15,,
50829249,DE,IP-MQB37WZ_A0_0383-TMB-1,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0355*05,NX,ACDSTBX0,NFD7FD7GC0024BFVL0N1AGA,SKODA,OCTAVIA,M1,M1,1,1473.0,1639.0,,123.0,2667.0,1531.0,1535.0,DIESEL,M,1968.0,110.0,,,,,,,P,2021,2021-02-05,,
50459285,DE,IP-HNE____MB6D542C-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*15,U,P,HNEK-X1B500,OPEL,CORSA,M1,M1,1,1165.0,1257.0,,118.0,2540.0,1490.0,1490.0,PETROL,M,1199.0,74.0,,E2 28 29,,2.1,,,P,2021,2021-09-08,5.3,
51073111,DE,IP-VN46T1Z_B1_1223-WVN-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0220*61,7HC,SCXEC308X1,NAAD7AD7BT00117NVR24BF2C72B,"VOLKSWAGEN, VW",CALIFORNIA BEACH,M1,M1,1,2453.0,2685.0,,244.0,3000.0,1624.0,1630.0,DIESEL,M,1968.0,146.0,,,,,,,P,2021,2021-01-13,,
52990213,PT,IP-0000611-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1688*12,G5L,31CH,IAW50800,BMW,545e xDrive,M1,M1,1,2020.0,2138.0,49.0,42.0,2975.0,1605.0,1631.0,PETROL/ELECTRIC,P,2998.0,210.0,178.0,,,,,,P,2021,2021-04-16,,54.0
204662,ES,,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,C,YHZU-C2PF00,PEUGEOT,N 3008,M1,M1,1,1504.0,,104.0,136.0,2675.0,1601.0,1610.0,DIESEL,M,1499.0,96.0,,E2  28 29,,1.5,,,P,2021,2021-05-31,,
47156267,IT,IP-03_312_0282-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*62,312,PYD1B,EP18SM,FIAT,PANDA,M1,M1,1,1045.0,,,115.0,2300.0,,,PETROL,H,999.0,52.0,,,,,,,P,2021,2021-06-17,,
44599,ES,,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0450*54,5N,ACDTSBX0,FD7FD7GC009N5T3TVR24BI1BSA0M1IS,VOLKSWAGEN,TIGUAN,M1,M1,1,1640.0,,122.0,152.0,2678.0,1589.0,1579.0,DIESEL,M,1968.0,110.0,,E13 29,,,,,P,2021,2021-02-15,5.8,
51081501,DE,IP-VN46T1Z_A1_0408-WVN-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0220*64,7HC,MDNAA308X1,NNAD7AD7DV00117TVR24BI2A72A,"VOLKSWAGEN, VW",MULTIVAN,M1,M1,1,2219.0,2706.0,,218.0,3000.0,1624.0,1630.0,DIESEL,M,1968.0,110.0,,E1 29,,1.0,,,P,2021,2021-05-31,8.3,
56599601,BE,IP-HNS____ATN86440-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0624*10,E,R,HNS3-A14410,PEUGEOT,RIFTER,M1,M1,1,1503.0,1683.0,,156.0,2785.0,1563.0,1577.0,PETROL,M,1199.0,96.0,,e2 29,,1.9,,,P,2021,2021-04-28,5.5,
893795,ES,IP-0136-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,e6*2007/46*0338*04,AX1TEUM,ZYX11(H),ZYX11L-AHXKBW(1G),TOYOTA,C-HR,M1,M1,1,1495.0,,86.0,111.0,2640.0,1540.0,1560.0,PETROL,M,1798.0,72.0,,E6 28,,,,,P,2021,2021-03-25,4.9,
56362868,HR,,TESLA,HONDA MOTOR CO,HONDA MOTOR CO LTD,,E6*2007/46*0265*04,RW,RT602,1,HONDA,CR-V,M1,M1,1,1743.0,1800.0,126.0,161.0,2662.0,1601.0,1629.0,PETROL,H,1993.0,107.0,,,,,,,P,2021,2021-12-09,7.1,
49987982,DE,IP-2020_2411-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1829*12,F2A,X21CT2,HZAZ150C,MERCEDES-BENZ,A 200 D,M1,M1,1,1490.0,1661.0,,138.0,2729.0,1569.0,1574.0,DIESEL,M,1950.0,110.0,,,,,,,P,2021,2021-01-08,,
51432931,DE,IP-MQB37ZZ_A0_0504-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*0623*44,AU,GAC4EBSAX0,FA1FA1MD001E0GAON1ML1AVR0NA,"VOLKSWAGEN, VW",GOLF,M1,M1,1,1615.0,1720.0,0.0,0.0,2629.0,1503.0,1533.0,ELECTRIC,E,,100.0,129.0,,,,,,P,2021,2021-01-19,,
53917694,FR,IP-050690-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*07,YB,C5P71,M6CDZ1,KIA,STONIC,M1,M1,1,1225.0,1348.0,,119.0,2580.0,1531.0,1539.0,PETROL,H,998.0,88.0,,e5 32,,1.1,,,P,2021,2021-12-16,5.2,
53903839,FR,IP-0931062-KNA-1,KIA,KIA,KIA CORPORATION,,E9*2018/858*11073*00,CV,F5E22,E11A11,KIA,EV6,M1,M1,1,1985.0,2149.0,0.0,0.0,2900.0,1628.0,1637.0,ELECTRIC,E,,56.0,165.0,,,,,,P,2021,2021-10-08,,528.0
51652278,DE,IP-DGZ____EAT84552-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,4,DGZU-C1J000,PEUGEOT,3008,M1,M1,1,1835.0,1953.0,35.0,31.0,2675.0,1601.0,1610.0,PETROL/ELECTRIC,P,1598.0,133.0,155.0,,,,,,P,2021,2021-04-27,,65.0
50768778,DE,IP-PQ26ZZZ_A0_0523-TMB-1,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0319*12,5J,ABDKLDX01,NFM5FM5DF0024BIN1C7A,SKODA,FABIA,M1,M1,1,1116.0,1215.0,,123.0,2455.0,1435.0,1441.0,PETROL,M,999.0,70.0,,E8 29,,1.1,,,P,2021,2021-04-28,5.4,
56076972,GR,IP-MQB37WZ_A0_1003-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*2060*14,GY,SDLAAF1,FM6FM6AJ021RT011C184BIAEM1VLN1B0C,AUDI,A3 SPORTBACK,M1,M1,1,1295.0,,,131.0,2618.0,1539.0,1526.0,PETROL,M,999.0,81.0,,e13 29 37,,1.9,,,P,2021,2021-08-27,,
46962205,IT,IP-MQB37WZ_A0_0901-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*2014*12,CD,ACDGEAX0,FD6FD6DD001H4BISON1ML1AVR2A00,VOLKSWAGEN,GOLF,M1,M1,1,1590.0,,,,2629.0,,,PETROL/ELECTRIC,P,1395.0,110.0,110.0,,,,,,P,2021,2021-05-20,,71.0
46107999,IT,IP-4_1187-JSA-1,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E4*2007/46*1205*05,AZ,CC3S,MT,SUZUKI,SWIFT,M1,M1,1,1095.0,,,127.0,2450.0,,,PETROL,H,1373.0,95.0,,,,,,,P,2021,2021-03-25,4.7,
55210227,FR,IP-2019_2404-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*12,F2B,OH1CT2,JZAA150A,MERCEDES BENZ,CLASSE GLA,M1,M1,1,1615.0,1731.0,,140.0,2729.0,1627.0,1619.0,DIESEL,M,1950.0,110.0,,e1 29,,1.0,,,P,2021,2021-11-05,5.3,
55484716,FR,IP-MQB27ZZ_B2_0534-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*26,AW,ABDLAA,FD7FD7CW005N3VR24BI1CBMI,VOLKSWAGEN,POLO,M1,M1,1,1202.0,1351.0,,137.0,2552.0,1499.0,1483.0,PETROL,M,999.0,81.0,,e1 29 37,,2.0,,,P,2021,2021-08-25,6.0,
56939074,SK,IP-091893-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E4*2007/46*1299*14,CD,BAP41,M62D12,KIA,ProCeed,M1,M1,1,1398.0,1530.0,131.0,131.0,2650.0,1559.0,1567.0,PETROL,M,1482.0,118.0,,e9 29 e9 28,,2.1,,,P,2021,,,
55299564,FR,IP-0000529-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*04,F1H,7K31,IAW500LS,BMW,SERIE 1,M1,M1,1,1395.0,1555.0,,138.0,2670.0,1561.0,1562.0,PETROL,M,1499.0,100.0,,e24 28 29,,2.1,,,P,2021,2021-04-27,6.0,
487813,ES,IP-02_01_2021_2203-W1V-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*0457*27,6392,KOU2L310NXX,1GJNDX28BEXX,MERCEDES-BENZ,VITO,M1,M1,1,1997.0,,179.0,179.0,3200.0,1666.0,1646.0,DIESEL,M,1950.0,100.0,,E1 29,,1.0,,,P,2021,2021-05-05,,
207057,ES,IP-0153-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,e6*2018/858*00013*00,XPB1FM,MXPJ10(H),MXPJ10L-BHXGBW(5A),TOYOTA,YARIS,M1,M1,1,1290.0,,,113.0,2560.0,1520.0,1520.0,PETROL,M,1490.0,68.0,,E6 37,,,,,P,2021,2021-10-20,5.0,
203776,ES,IP MQB27SZ_A1_0539 VSS 1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*33,KJ,XDLAA,FM6SFM6AJ0214BI3A1BAFA8Y,SEAT,ARONA,M1,M1,1,1227.0,,112.0,124.0,2552.0,1505.0,1485.0,PETROL,M,999.0,81.0,,e9 29 37,,1.9,,,P,2021,2021-11-23,5.5,
52383991,DE,IP-041202-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E4*2007/46*1299*12,CD,F5P61,D61JZ2,KIA,CEED,M1,M1,1,1608.0,1745.0,28.0,29.0,2650.0,1565.0,1573.0,PETROL/ELECTRIC,P,1580.0,77.0,116.0,,,,,,P,2021,2021-02-23,,50.0
45246935,SE,IP-041202-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E4*2007/46*1299*12,CD,F5P61,D61JZ2,KIA,CEED,M1,M1,1,1608.0,1745.0,28.0,29.0,2650.0,1565.0,1573.0,PETROL/ELECTRIC,P,1580.0,77.0,50.0,,,,,,P,2021,,,57.0
51524978,DE,IP-MQB37WZ_B0_0904-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*2014*12,CD,ACDGEAX0,FD6FD6DD001P4BISON1ML1CVR2B00,"VOLKSWAGEN, VW",GOLF GTE,M1,M1,1,1624.0,1712.0,34.0,26.0,2630.0,1506.0,1533.0,PETROL/ELECTRIC,P,1395.0,110.0,146.0,,,,,,P,2021,2021-07-05,,70.0
53470210,PL,IP-YHZ____ML6_612C-YAR-0,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E2*2007/46*0685*03,E,C,YHZ2-D2C300(1D),TOYOTA,PROACE CITY VERSO,M1,M1,1,1748.0,1822.0,,142.0,2975.0,1570.0,1570.0,DIESEL,M,1499.0,96.0,,,,,,,P,2021,2021-03-24,4.3,
46649061,IT,IP-MQB37AZ_A0_0911-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1900*19,F3,SDGEAF1,FD6FD6DD002RT51A184BIAHA7EM90B3,AUDI,Q3 SPORTBACK E-TRON,M1,M1,1,1815.0,,,,2677.0,,,PETROL/ELECTRIC,P,1395.0,110.0,147.0,,,,,,P,2021,2021-12-01,,50.0
317002,ES,,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*63,312,AYD1B,E25EM,FIAT,500,M1,M1,1,1033.0,,,112.0,2300.0,1413.0,1407.0,PETROL,M,999.0,51.0,,,,,,,P,2021,2021-12-29,4.9,
57441521,NL,IP-0010487-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*0316*23,3C,4H11,DAW500L0,BMW,418I,M1,M1,1,1590.0,1720.0,,169.0,2810.0,1550.0,1590.0,PETROL,M,1499.0,100.0,,,,,,,P,2021,,,
45534700,FI,IP-0069-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0318*04,"ZE1HE(EU,M)",MZEH12(W),MZEH12L-DWXNBW(3E),TOYOTA,COROLLA,M1,M1,1,1445.0,1637.0,,112.0,2700.0,1530.0,1530.0,PETROL,H,1987.0,112.0,,e6 28,,0.6,,,P,2021,2021-09-27,,
51171729,DE,IP-MQB37AZ_B0_0913-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0450*57,5N,ACDGEAX0,FD6FD6DD002N5T6NVR24BI1BSB0M10S,"VOLKSWAGEN, VW",TIGUAN,M1,M1,1,1811.0,2036.0,35.0,43.0,2680.0,1567.0,1576.0,PETROL/ELECTRIC,P,1395.0,110.0,171.0,,,,,,P,2021,2021-07-14,,59.0
50059627,DE,IP-2020_2607-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1560*24,R1ES,U223T1,CZAA150A,MERCEDES-BENZ,E 400 D 4 MATIC,M1,M1,1,2015.0,2213.0,,182.0,2939.0,1601.0,1607.0,DIESEL,M,2925.0,243.0,,E1 29,,1.1,,,P,2021,2021-12-03,7.0,
51012867,DE,IP-0120-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0429*00,"XA5P(EU,M)",AXAP54(N),AXAP54L-ANXGBW(1A),TOYOTA,TOYOTA RAV4,M1,M1,1,2005.0,2162.0,26.0,22.0,2690.0,1600.0,1630.0,PETROL/ELECTRIC,P,2487.0,136.0,166.0,,,,,,P,2021,2021-12-01,,
55412029,FR,IP-MQB37AS_A3_0817-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0450*52,5N,ACDTSBX0,FD7FD7GC009N5T3TVR24BI1BSA0M1G,VOLKSWAGEN,TIGUAN,M1,M1,1,1640.0,1793.0,,152.0,2678.0,1579.0,1569.0,DIESEL,M,1968.0,110.0,,,,,,,P,2021,2021-04-07,,
51367904,DE,IP-MQB48ZZ_B1_0846-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1725*15,3H,ACDTUAX1,AD7AD7GC005H4BIVR21CMB0,"VOLKSWAGEN, VW",ARTEON,M1,M1,1,1743.0,1916.0,,162.0,2835.0,1576.0,1587.0,DIESEL,M,1968.0,147.0,,,,,,,P,2021,2021-03-16,,
45293020,SE,IP-0000614-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*13,G5K,31CG,IAW500M0,BMW,530E XDRIVE,M1,M1,1,2035.0,2199.0,,45.0,2975.0,1599.0,1624.0,PETROL/ELECTRIC,P,1998.0,135.0,191.0,,,,,,P,2021,,,50.0
46778182,IT,IP-MLB49_Z_B0_0694-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*82,B8,H2DTPAQ1,QD7AD7CJ003RT141E18S54BIBEM1CD1,AUDI,A4 ALLROAD QUATTRO,M1,M1,1,1720.0,,,152.0,2828.0,,,DIESEL,H,1968.0,150.0,,E13 33 37,,,,,P,2021,2021-07-28,4.9,
56808950,HU,IP-03_330_0265-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2001/116*0217*67,199,LYB1B,EBB2,FIAT,FIAT 500L,M1,M1,1,1360.0,1460.0,,167.0,2612.0,1522.0,1519.0,PETROL,M,1368.0,70.0,,e3 29,,1.5,,,P,2021,2021-07-06,,
54285522,FR,IP-JDA1MFPTL4A_002-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*60,SR,DHE2,MF6UA1N0M080,DACIA,DUSTER,M1,M1,1,1332.0,1428.0,,145.0,2673.0,1563.0,1570.0,PETROL,M,1332.0,96.0,,e9 29,,1.1,,,P,2021,2021-03-26,,
51139985,DE,IP-MQB37AS_B3_0822-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0450*54,5N,ACDTUAX1,AD7AD7GC010L5T6NVR24BI1BSB0M1IS,"VOLKSWAGEN, VW",TIGUAN,M1,M1,1,1788.0,2010.0,,178.0,2787.0,1564.0,1575.0,DIESEL,M,1968.0,147.0,,E13 29,,1.0,,,P,2021,2021-04-27,6.8,
51264503,DE,IP-MQB27SZ_A3_0549-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*08,C1,DLAAACX05,FD7FD7CW0094BI1CA0G,"VOLKSWAGEN, VW",T-CROSS,M1,M1,1,1298.0,1417.0,,150.0,2551.0,1508.0,1526.0,PETROL,M,999.0,81.0,,,,,,,P,2021,2021-03-15,6.6,
47070613,IT,IP-MQB27ZZ_A2_0529-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*23,AW,ABDLAC,FM5FM5DF008N3VR24BI1AA0G,VOLKSWAGEN,POLO,M1,M1,1,1163.0,1299.0,,121.0,2551.0,,,PETROL,M,999.0,70.0,,,,,,,P,2021,2021-01-20,4.6,
61254662,CZ,IP-FCA1ALDDW6A_001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0470*18,RFC,JD4,ALAUA3F25000,RENAULT,ESPACE,M1,M1,1,1860.0,2082.0,,176.0,2884.0,1614.0,1605.0,DIESEL,M,1997.0,139.0,,e2 29,,,,,P,2021,2021-09-27,6.7,
54641634,FR,IP-0022-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E6*2007/46*0350*05,P,S,CFB7-H1B000,PEUGEOT,108,M1,M1,1,915.0,1022.0,,110.0,2340.0,1430.0,1420.0,PETROL,M,998.0,53.0,,,,,,,P,2021,2021-07-29,4.9,
55509780,FR,IP-MEB31ZZ_A0_0907-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*2033*05,E1,ACEBJCL1JX2,C0O51AA,VOLKSWAGEN,ID.3 PRO 107 KW,M1,M1,1,1812.0,1900.0,0.0,0.0,2770.0,1536.0,1513.0,ELECTRIC,E,,70.0,155.0,,,,,,P,2021,2021-10-22,,424.0
56730701,BE,IP-MQB37WZ_A2_0241-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*2014*12,CD,ACDLAAX0,FM6FM6AJ019N4BISON1VL1AVR2AIM,VOLKSWAGEN,GOLF,M1,M1,1,1264.0,1372.0,,121.0,2619.0,,,PETROL,M,999.0,81.0,,e1 28 29,,2.0,,,P,2021,2021-05-17,4.6,
37064552,BG,,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E5*2007/46*1081*07,QLE,F5P11,M611N1,KIA,SPORTAGE,M1,M1,1,1490.0,1618.0,,166.0,2670.0,1609.0,1620.0,PETROL,M,1591.0,97.0,,,,,,,P,2021,2021-09-03,,
813668,ES,IP MQB37SZ_B1_0567 VSS 1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*6394*29,5FP,SXDPCAX0,FD7SFD7CW0024BIVL1C18BD,SEAT,SEAT ATECA,M1,M1,1,1408.0,,127.0,154.0,2621.0,1575.0,1549.0,PETROL,M,1498.0,110.0,,e9 28 29,,1.9,,,P,2021,2021-12-27,6.8,
287405,ES,IP-04-KMH-2018-1067,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,,e4*2007/46*1157*12,AE,B5P11,D61AY1,HYUNDAI,IONIQ,M1,M1,1,1436.0,,,102.0,2700.0,1563.0,1577.0,PETROL,H,1580.0,77.0,,,,,,,P,2021,2021-10-28,4.5,
46071019,IT,IP-050048-ZKV-1,KIA,KIA,KIA CORPORATION,,E49*2007/46*0035*04,JAG,F5P71,M57AZ1,KIA,PICANTO,M1,M1,1,1003.0,,,106.0,2400.0,,,LPG,B,998.0,49.0,,,,,,,P,2021,2021-05-28,4.2,
55316006,FR,IP-0000543-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1824*11,F2X,YH11,IAW500L0,BMW,SERIE X,M1,M1,1,1505.0,1598.0,,145.0,2670.0,1563.0,1562.0,PETROL,M,1499.0,100.0,,e24 28 29,,2.1,,,P,2021,2021-08-16,6.4,
599829,ES,IP-2019_536L41-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,e9*2007/46*3146*14,X,XZL4,XZL4V10?,VOLVO,XC40,M1,M1,1,1580.0,,142.0,158.0,2702.0,1601.0,1626.0,PETROL,M,1477.0,95.0,,,,,,,P,2021,2021-12-22,7.0,
46795562,IT,IP-B479_2020_00004-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3142*21,JHH,B7JB1JX,5CDPTNAQKA6,FORD,FIESTA,M1,M1,1,1242.0,,,113.0,2493.0,,,PETROL,H,999.0,92.0,,,,,,,P,2021,2021-08-05,,
53201783,PL,IP-2019_246K9D-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E4*2007/46*1220*11,U,UZK9,UZK9VD0?,VOLVO,XC60,M1,M1,1,1920.0,1914.0,,166.0,2865.0,1655.0,1655.0,PETROL,H,1969.0,145.0,,,,,,,P,2021,2021-04-20,6.8,
47332551,IT,IP-03_312_0208-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*56,312,YYD1B,EY9BM,LANCIA,YPSILON,M1,M1,1,1055.0,,,125.0,2390.0,,,PETROL,H,999.0,52.0,,,,,,,P,2021,2021-02-15,4.0,
52181732,DE,IP-C519_2020_00012-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E13*2007/46*1911*13,DEH,ZTDA1PX,5ZGAH6AY8CW,FORD,FOCUS,M1,M1,1,1423.0,1531.0,,115.0,2700.0,1576.0,1581.0,DIESEL,M,1499.0,88.0,,E13 28 29,,2.0,,,P,2021,2021-10-14,4.4,
50948186,DE,IP-09_31016-5YJ-1,TESLA,TESLA,TESLA INC,,E4*2007/46*1293*17,003,E3LD,BGB1S5T1,TESLA,MODEL 3,M1,M1,1,1919.0,1999.0,0.0,0.0,2875.0,1580.0,1580.0,ELECTRIC,E,,153.0,147.0,,,,,,P,2021,2021-06-14,,
